ID;LABEL;DICE;JACRD;AUC;KAPPA;RNDIND;ADJRIND;ICCORR;VOLSMTY;MAHLNBS;GCOERR;PROBDST;SNSVTY;SPCFTY;PRCISON;FMEASR;ACURCY;FALLOUT;TP;FP;TN;FN;LBLVOL;PRDVOL
blubb;Structure;0.360061175442;0.219557687184;0.606824742216;0.81464991502;0.970245291797;30.9984019606;0.250251630408;0.644472361809;0.1351412015499082;-0.166198532968;1.77730582524;0.265624370391;0.948025114041;0.558691414527;0.360061175442;0.812544;0.0519748859587;13184;10414;189952;36450;49634.0;23598.0
blubb;GreyMatter;nan;nan;nan;1.0;1.0;1.0;nan;nan;nan;nan;-1;nan;1.0;0;0;1.0;0.0;0;0;250000;0;0.0;0.0
blubb;Ventricles;nan;nan;nan;1.0;1.0;1.0;nan;nan;nan;nan;-1;nan;1.0;0;0;1.0;0.0;0;0;250000;0;0.0;0.0
blubb;Background;0.890188580212;0.802107965678;0.606824742216;0.81464991502;0.970245291797;30.9984019606;0.250251630408;0.938992614254;0.045096763963785404;-0.166198532968;0.123357479784;0.948025114041;0.265624370391;0.839003189018;0.890188580212;0.812544;0.734375629609;189952;36450;13184;10414;200366.0;226402.0
